method,lambda,seed,cap,alpha,imbalance,n_groups,test_regret_normalized,test_fairness,test_pred_mse
WDRO,0.0,44,linear,2.0,0.4,2.0,0.317797954203632,0.3366841778478365,1.7627955674970666
WDRO,0.0,55,linear,2.0,0.4,2.0,0.3417297071222711,0.1773532383047307,2.0108358229799217
FDFL-0.1,0.0,11,linear,2.0,0.6,,0.3667145670996395,0.3615092292807478,3.834833256755592
FDFL-0.1,1.0,11,linear,2.0,0.6,,0.366402022646783,0.3589063267308562,3.818831869846812
FDFL-0.1,0.0,22,linear,2.0,0.6,,0.2161901474468552,0.220934927293512,0.7839539267698427
FDFL-0.1,1.0,22,linear,2.0,0.6,,0.216049641855886,0.213897614812349,0.7727714633888018
FDFL-0.1,0.0,33,linear,2.0,0.6,,0.3422494370212133,0.1829266625925729,1.750222722895029
FDFL-0.1,1.0,33,linear,2.0,0.6,,0.3423237399795104,0.1810326903036362,1.7434365596784582
FDFL-0.1,0.0,44,linear,2.0,0.6,,0.2270302654858248,0.8465507112278512,2.8857351309368453
FDFL-0.1,1.0,44,linear,2.0,0.6,,0.2264303462948396,0.8324486140778286,2.8384856022655867
FDFL-0.1,0.0,55,linear,2.0,0.6,,0.284590931197931,0.4729930636307168,3.367714107483549
FDFL-0.1,1.0,55,linear,2.0,0.6,,0.2849008110665348,0.4606984950387481,3.319580724150839
FDFL-0.5,0.0,11,linear,2.0,0.6,,0.3664555648210189,0.3565789056946494,3.804045328197631
FDFL-0.5,1.0,11,linear,2.0,0.6,,0.3664159454229329,0.3540463675486004,3.7869214863511833
FDFL-0.5,0.0,22,linear,2.0,0.6,,0.2161160111850842,0.2170413253887267,0.7773045760967494
FDFL-0.5,1.0,22,linear,2.0,0.6,,0.2162546535156496,0.209989890957769,0.766303811419037
FDFL-0.5,0.0,33,linear,2.0,0.6,,0.342281990775418,0.1798367334608249,1.7386048921953134
FDFL-0.5,1.0,33,linear,2.0,0.6,,0.3423803171010828,0.1780342845488649,1.7318435219322177
FDFL-0.5,0.0,44,linear,2.0,0.6,,0.2267776387462323,0.821538012477871,2.802823655317178
FDFL-0.5,1.0,44,linear,2.0,0.6,,0.2269114306541676,0.807502446842568,2.7574649434096727
FDFL-0.5,0.0,55,linear,2.0,0.6,,0.2851139814866675,0.4526078424092146,3.287620202969268
FDFL-0.5,1.0,55,linear,2.0,0.6,,0.2854380724350923,0.4399358487690472,3.2405028261193243
FDFL-Scal,0.0,11,linear,2.0,0.6,,0.3674641520353399,0.3507295770156012,3.762496489475254
FDFL-Scal,1.0,11,linear,2.0,0.6,,0.3671722004466951,0.3481932568417968,3.7443936069147257
FDFL-Scal,0.0,22,linear,2.0,0.6,,0.2161072581749752,0.2121103150341885,0.769078851818268
FDFL-Scal,1.0,22,linear,2.0,0.6,,0.2160995780068259,0.2049719787315923,0.758219445937775
FDFL-Scal,0.0,33,linear,2.0,0.6,,0.3422806113310847,0.1761267960415294,1.7243597596206008
FDFL-Scal,1.0,33,linear,2.0,0.6,,0.3423819561471997,0.1743015232005843,1.7176828775855215
FDFL-Scal,0.0,44,linear,2.0,0.6,,0.2269599227901177,0.7915114256796677,2.707072549076691
FDFL-Scal,1.0,44,linear,2.0,0.6,,0.2272382481181186,0.7780870227115166,2.665670581894456
FDFL-Scal,0.0,55,linear,2.0,0.6,,0.2854925590673618,0.4267410171675138,3.191638522298724
FDFL-Scal,1.0,55,linear,2.0,0.6,,0.2856146542733798,0.4140795159173471,3.1464026844857496
FDFL,0.0,11,linear,2.0,0.6,,0.3667889091811807,0.3626781451175224,3.842298522841377
FDFL,1.0,11,linear,2.0,0.6,,0.366637115670329,0.3601390923653688,3.826446315082209
FDFL,0.0,22,linear,2.0,0.6,,0.2162007869331672,0.2218997108284208,0.7856228429648326
FDFL,1.0,22,linear,2.0,0.6,,0.2161086535284798,0.2148702438431399,0.7744007725070426
FDFL,0.0,33,linear,2.0,0.6,,0.3422604699148971,0.1837169468965754,1.7531410995420946
FDFL,1.0,33,linear,2.0,0.6,,0.3422921145922157,0.1818137990750001,1.7463580747331116
FDFL,0.0,44,linear,2.0,0.6,,0.2269802990633029,0.8528526468503362,2.9070638745175272
FDFL,1.0,44,linear,2.0,0.6,,0.2271110254834616,0.8388096341951671,2.8595942212985976
FDFL,0.0,55,linear,2.0,0.6,,0.2845385177615755,0.4779828592748243,3.387943161141235
FDFL,1.0,55,linear,2.0,0.6,,0.2848248840421787,0.4658431196618204,3.33981354624057
FPLG,0.0,11,linear,2.0,0.6,,0.3803343063740275,0.2340562382675004,2.972255956460025
FPLG,1.0,11,linear,2.0,0.6,,0.3805198390325645,0.2280656111260058,2.9352096067396216
FPLG,0.0,22,linear,2.0,0.6,,0.2281380757298395,0.1404240903894936,0.710822251105106
FPLG,1.0,22,linear,2.0,0.6,,0.2284195320175061,0.1211034354644565,0.6944435533744713
FPLG,0.0,33,linear,2.0,0.6,,0.3353395625147561,0.127273407187504,1.5576887830569497
FPLG,1.0,33,linear,2.0,0.6,,0.3348762522884821,0.1230140919056834,1.541644670554684
FPLG,0.0,44,linear,2.0,0.6,,0.234747225341755,0.62733720766278,2.3400971875318373
FPLG,1.0,44,linear,2.0,0.6,,0.2332335073795423,0.599296507290669,2.2934128267633715
FPLG,0.0,55,linear,2.0,0.6,,0.2992572004702399,0.2861473076293711,2.789648817111692
FPLG,1.0,55,linear,2.0,0.6,,0.2992651165602044,0.2675586820213832,2.736508920041276
FPTO,0.0,11,linear,2.0,0.6,,0.41191030158759,0.1930913611236313,2.548820396653721
FPTO,1.0,11,linear,2.0,0.6,,0.4154556388974096,0.1908650960538133,2.555876689080378
FPTO,0.0,22,linear,2.0,0.6,,0.2520483722882776,0.0723715395502969,0.6375545672787133
FPTO,1.0,22,linear,2.0,0.6,,0.2508185828236312,0.0630588518442512,0.6409536586897525
FPTO,0.0,33,linear,2.0,0.6,,0.3895730496862099,0.1269598179957594,1.2625572576407305
FPTO,1.0,33,linear,2.0,0.6,,0.3876854404937756,0.1245594596408255,1.2627132890370822
FPTO,0.0,44,linear,2.0,0.6,,0.3165088961196904,0.3641341528585483,1.9051186883151403
FPTO,1.0,44,linear,2.0,0.6,,0.3435938569411175,0.3302411380148223,1.917945980998199
FPTO,0.0,55,linear,2.0,0.6,,0.3525656577026191,0.1883889828415862,2.1815654152513715
FPTO,1.0,55,linear,2.0,0.6,,0.3574961824490567,0.1960509504322554,2.1784886887661847
MGDA,0.0,11,linear,2.0,0.6,,0.6091560535446074,0.3824289482567631,4.1003040845140974
MGDA,0.0,22,linear,2.0,0.6,,0.4141145955717106,0.1271375579418617,1.188827304713544
MGDA,0.0,33,linear,2.0,0.6,,0.4562902568469288,0.1700040878620931,2.061611861211765
MGDA,0.0,44,linear,2.0,0.6,,0.4498262691045456,0.4851711267541028,2.8840811334072627
MGDA,0.0,55,linear,2.0,0.6,,0.4439543770035802,0.1829157598676967,2.7286350287670142
NashMTL,0.0,11,linear,2.0,0.6,,0.385158779841694,0.1880501161183209,2.589522462134713
NashMTL,0.0,22,linear,2.0,0.6,,0.2205765027601565,0.0705751912812926,0.6256509944862174
NashMTL,0.0,33,linear,2.0,0.6,,0.3392201935859942,0.116851194974897,1.3988571252953017
NashMTL,0.0,44,linear,2.0,0.6,,0.2333370609991259,0.4789080335185092,2.0797571986201806
NashMTL,0.0,55,linear,2.0,0.6,,0.3028023077744745,0.1956176097351192,2.461484286037807
PCGrad,0.0,11,linear,2.0,0.6,,0.3849676152597275,0.1802658275708964,2.547609671292774
PCGrad,0.0,22,linear,2.0,0.6,,0.2247031458829244,0.0594203261802086,0.6152604499984723
PCGrad,0.0,33,linear,2.0,0.6,,0.3462101568630601,0.1026413042320689,1.3588393877669052
PCGrad,0.0,44,linear,2.0,0.6,,0.245457190690288,0.3255819778289288,1.9596189232442964
PCGrad,0.0,55,linear,2.0,0.6,,0.3220264508490597,0.1951360120568681,2.254296925105433
SAA,0.0,11,linear,2.0,0.6,,0.7166031461265184,0.3170125210731843,4.104742611357003
SAA,0.0,22,linear,2.0,0.6,,0.5919237907672249,0.2202363160095923,1.2276499484778716
SAA,0.0,33,linear,2.0,0.6,,0.7039072088446033,0.1838468389604519,2.19356588230514
SAA,0.0,44,linear,2.0,0.6,,0.5491292019453379,0.3555755200672833,2.591598060908002
SAA,0.0,55,linear,2.0,0.6,,0.7206608293007745,0.2251679990582377,3.742062419016857
WDRO,0.0,11,linear,2.0,0.6,,0.4046872902594201,0.2036283668724025,2.577408325221391
WDRO,0.0,22,linear,2.0,0.6,,0.2547694835796171,0.0833878731989565,0.6635530566926139
WDRO,0.0,33,linear,2.0,0.6,,0.3953038756292465,0.1064918117864916,1.294321713868118
WDRO,0.0,44,linear,2.0,0.6,,0.3218592275000824,0.4131945866835101,1.9090581061548129
WDRO,0.0,55,linear,2.0,0.6,,0.3399692113341899,0.1786709735328355,2.2130443057800644
FDFL-0.1,0.0,11,linear,2.0,0.8,2.0,0.3662706254073352,0.3932282756404291,3.8972416919228032
FDFL-0.1,1.0,11,linear,2.0,0.8,2.0,0.3643316147156408,0.3875613708986807,3.871411931926792
FDFL-0.1,0.0,22,linear,2.0,0.8,2.0,0.2106342130213817,0.3040428278002986,0.915906871306084
FDFL-0.1,1.0,22,linear,2.0,0.8,2.0,0.2106542288145931,0.2847714460389364,0.8910815027192072
FDFL-0.1,0.0,33,linear,2.0,0.8,2.0,0.3119628880536612,0.1991303313936685,1.9062918291318016
FDFL-0.1,1.0,33,linear,2.0,0.8,2.0,0.3125153078793233,0.1931311841599222,1.892938621263009
FDFL-0.1,0.0,44,linear,2.0,0.8,2.0,0.2252055371943552,1.0685423714235245,3.1384350070655898
FDFL-0.1,1.0,44,linear,2.0,0.8,2.0,0.226456371808456,1.0269614354655026,3.042246348567176
FDFL-0.1,0.0,55,linear,2.0,0.8,2.0,0.3009034332227836,0.6460686520201455,3.7794421929256288
FDFL-0.1,1.0,55,linear,2.0,0.8,2.0,0.3010901169785248,0.610918115259331,3.683669762318607
FDFL-0.5,0.0,11,linear,2.0,0.8,2.0,0.3648505818372756,0.3849981679227758,3.8579916676960697
FDFL-0.5,1.0,11,linear,2.0,0.8,2.0,0.3656074692308305,0.3796250879481159,3.832606006124335
FDFL-0.5,0.0,22,linear,2.0,0.8,2.0,0.2099675148496063,0.2963686882037687,0.9052129967099246
FDFL-0.5,1.0,22,linear,2.0,0.8,2.0,0.2108385547919445,0.2764278735487757,0.8802836875907548
FDFL-0.5,0.0,33,linear,2.0,0.8,2.0,0.3129563020750346,0.1920380745701604,1.8899094666612968
FDFL-0.5,1.0,33,linear,2.0,0.8,2.0,0.3134692967654148,0.1865675419177194,1.877119790380612
FDFL-0.5,0.0,44,linear,2.0,0.8,2.0,0.225342192803364,1.020598143121848,3.021451082632644
FDFL-0.5,1.0,44,linear,2.0,0.8,2.0,0.227938763149388,0.973955312905535,2.926784334869531
FDFL-0.5,0.0,55,linear,2.0,0.8,2.0,0.3016770384333558,0.6021820161668414,3.659111658859832
FDFL-0.5,1.0,55,linear,2.0,0.8,2.0,0.300824013159705,0.5687540669735384,3.570343722475441
FDFL-Scal,0.0,11,linear,2.0,0.8,2.0,0.3657026042123882,0.3753157712780489,3.810318412924482
FDFL-Scal,1.0,11,linear,2.0,0.8,2.0,0.3651360629062087,0.3700052176931136,3.784081087856405
FDFL-Scal,0.0,22,linear,2.0,0.8,2.0,0.2105074415195202,0.2864401188074515,0.8918710608992276
FDFL-Scal,1.0,22,linear,2.0,0.8,2.0,0.2108884569316427,0.2658520534786012,0.8670748388092668
FDFL-Scal,0.0,33,linear,2.0,0.8,2.0,0.3127648002854944,0.1824615752405935,1.8639185329422008
FDFL-Scal,1.0,33,linear,2.0,0.8,2.0,0.3196777664550607,0.185403919411132,1.8655130685116568
FDFL-Scal,0.0,44,linear,2.0,0.8,2.0,0.2258868118193107,0.9605014735744511,2.8865661158923994
FDFL-Scal,1.0,44,linear,2.0,0.8,2.0,0.2284095045640586,0.9152441094611272,2.804909343467133
FDFL-Scal,0.0,55,linear,2.0,0.8,2.0,0.3007168404241324,0.5509003519842198,3.5203078074115663
FDFL-Scal,1.0,55,linear,2.0,0.8,2.0,0.3000174375816252,0.5168632605109548,3.431147590263772
FDFL,0.0,11,linear,2.0,0.8,2.0,0.3663113403491401,0.395339859494181,3.9073354168421486
FDFL,1.0,11,linear,2.0,0.8,2.0,0.3650796450751341,0.3896568327744864,3.881361463577096
FDFL,0.0,22,linear,2.0,0.8,2.0,0.2106596523321976,0.3059224439120453,0.918576569838153
FDFL,1.0,22,linear,2.0,0.8,2.0,0.210653841235347,0.2868290314908023,0.8938037686265752
FDFL,0.0,33,linear,2.0,0.8,2.0,0.3120601948272126,0.2009384333246918,1.9105579467523408
FDFL,1.0,33,linear,2.0,0.8,2.0,0.3129610457308997,0.1948624238622486,1.8968878165537475
FDFL,0.0,44,linear,2.0,0.8,2.0,0.2251260503292854,1.0801934660947845,3.168139560186684
FDFL,1.0,44,linear,2.0,0.8,2.0,0.2261249965313956,1.0393830879098611,3.071757092545667
FDFL,0.0,55,linear,2.0,0.8,2.0,0.3008172632000919,0.6570316539473171,3.8109403395422
FDFL,1.0,55,linear,2.0,0.8,2.0,0.3006749306662362,0.6218508278064357,3.713293455208277
FPLG,0.0,11,linear,2.0,0.8,2.0,0.3649184237659951,0.2636142188890348,3.2531820755635428
FPLG,1.0,11,linear,2.0,0.8,2.0,0.3654643919279459,0.2515454030897807,3.1969639833777026
FPLG,0.0,22,linear,2.0,0.8,2.0,0.2111034439254795,0.1873209287710733,0.8235209906949972
FPLG,1.0,22,linear,2.0,0.8,2.0,0.2111313980399336,0.1446224589524613,0.7986925065966085
FPLG,0.0,33,linear,2.0,0.8,2.0,0.3183931199326518,0.1607417261102316,1.862633117217392
FPLG,1.0,33,linear,2.0,0.8,2.0,0.3121739827352081,0.1480409193173862,1.8421768245832053
FPLG,0.0,44,linear,2.0,0.8,2.0,0.2423319904089016,0.7460410406202319,2.557801056447667
FPLG,1.0,44,linear,2.0,0.8,2.0,0.2413332218631642,0.6904805876833501,2.498350977888612
FPLG,0.0,55,linear,2.0,0.8,2.0,0.3009140477939239,0.3796846815263967,3.1125046608174243
FPLG,1.0,55,linear,2.0,0.8,2.0,0.3026891435731574,0.3417952870576136,3.0264731620903675
FPTO,0.0,11,linear,2.0,0.8,2.0,0.3897404788786401,0.1970211022655124,2.78160175994899
FPTO,1.0,11,linear,2.0,0.8,2.0,0.3959823732836181,0.1953890930058767,2.797073199611742
FPTO,0.0,22,linear,2.0,0.8,2.0,0.2461434342820174,0.0834039894410716,0.7255914120978435
FPTO,1.0,22,linear,2.0,0.8,2.0,0.245862441745974,0.0725776219989501,0.7326672343450797
FPTO,0.0,33,linear,2.0,0.8,2.0,0.3734199823545373,0.168424882966946,1.421308707037583
FPTO,1.0,33,linear,2.0,0.8,2.0,0.3767082488722735,0.154563191973679,1.4251403947406642
FPTO,0.0,44,linear,2.0,0.8,2.0,0.2964488605859707,0.4304686620111542,2.080988898875533
FPTO,1.0,44,linear,2.0,0.8,2.0,0.2991894546466722,0.3769693673249543,2.1325476763213462
FPTO,0.0,55,linear,2.0,0.8,2.0,0.3336438684615687,0.1901247766099332,2.406117014465579
FPTO,1.0,55,linear,2.0,0.8,2.0,0.3442517583696356,0.2045035345287904,2.406081783370725
MGDA,0.0,11,linear,2.0,0.8,2.0,0.6700831528126142,0.2342809110978425,3.517824220041137
MGDA,0.0,22,linear,2.0,0.8,2.0,0.3866871187086946,0.1144270646912195,1.4104717908506197
MGDA,0.0,33,linear,2.0,0.8,2.0,0.4521953665554417,0.1626839419301876,2.2138275382742894
MGDA,0.0,44,linear,2.0,0.8,2.0,0.3750310688767717,0.4090813338348186,3.2971085149087656
MGDA,0.0,55,linear,2.0,0.8,2.0,0.3976376181064374,0.180659285368104,3.0114003662248745
NashMTL,0.0,11,linear,2.0,0.8,2.0,0.3692453650409666,0.1978099229986293,2.828444436320152
NashMTL,0.0,22,linear,2.0,0.8,2.0,0.2147611926011064,0.0749951408430123,0.7223000933558242
NashMTL,0.0,33,linear,2.0,0.8,2.0,0.3144915015798181,0.1267549391945482,1.621577230666485
NashMTL,0.0,44,linear,2.0,0.8,2.0,0.2388660443893864,0.566533250727986,2.29215794779186
NashMTL,0.0,55,linear,2.0,0.8,2.0,0.2966205230662125,0.2416689159548432,2.811456685103551
PCGrad,0.0,11,linear,2.0,0.8,2.0,0.3724263378840463,0.1873968253653718,2.7747687946745736
PCGrad,0.0,22,linear,2.0,0.8,2.0,0.2143127978289289,0.0695649302753355,0.7135583165808884
PCGrad,0.0,33,linear,2.0,0.8,2.0,0.3299508616845145,0.1158156359283867,1.5192233037497334
PCGrad,0.0,44,linear,2.0,0.8,2.0,0.2351935193655339,0.3869111617045725,2.1763026613521914
PCGrad,0.0,55,linear,2.0,0.8,2.0,0.3082932712008968,0.1930451172850161,2.524217157239995
SAA,0.0,11,linear,2.0,0.8,2.0,0.7249897486632232,0.3303462082784923,4.329028054972116
SAA,0.0,22,linear,2.0,0.8,2.0,0.5936139448283837,0.2732837141796015,1.3242490324781608
SAA,0.0,33,linear,2.0,0.8,2.0,0.7084894871286646,0.201333759793432,2.362198268209265
SAA,0.0,44,linear,2.0,0.8,2.0,0.5351803799432804,0.3834939301941403,2.7297595309875384
SAA,0.0,55,linear,2.0,0.8,2.0,0.7184659108328945,0.2427836106097043,3.932984998729164
WDRO,0.0,11,linear,2.0,0.8,2.0,0.3751100370790485,0.208246385456199,2.81150266551196
WDRO,0.0,22,linear,2.0,0.8,2.0,0.2418889832392131,0.099461463711959,0.7545818617205211
WDRO,0.0,33,linear,2.0,0.8,2.0,0.3764770333537566,0.1337275618543331,1.4567021237778637
WDRO,0.0,44,linear,2.0,0.8,2.0,0.2897787485403405,0.4970696017764565,2.08247394930074
WDRO,0.0,55,linear,2.0,0.8,2.0,0.32394646417432,0.1797799311218759,2.4400300188561923
FDFL-0.1,0.0,11,mlp16,2.0,0.0,2.0,0.201132706125018,0.1759591754428132,2.4711029252979
FDFL-0.1,1.0,11,mlp16,2.0,0.0,2.0,0.1864404479438221,0.174230593386036,2.500920571632195
FDFL-0.1,0.0,22,mlp16,2.0,0.0,2.0,0.115215422534645,0.0389281858748517,0.3220306231383462
FDFL-0.1,1.0,22,mlp16,2.0,0.0,2.0,0.1138144060064856,0.0395224372785844,0.3219996054490389
FDFL-0.1,0.0,33,mlp16,2.0,0.0,2.0,0.1675844895396369,0.1102633833552155,1.575094658844629
FDFL-0.1,1.0,33,mlp16,2.0,0.0,2.0,0.1676830437280836,0.1071437610809609,1.5511336275303436
FDFL-0.1,0.0,44,mlp16,2.0,0.0,2.0,0.1287966513625224,0.1167910237742584,1.192277871753162
FDFL-0.1,1.0,44,mlp16,2.0,0.0,2.0,0.128869087830901,0.1054739010408321,1.0601712214396983
FDFL-0.1,0.0,55,mlp16,2.0,0.0,2.0,0.1551200078126072,0.1664349071081283,1.8453095530699128
FDFL-0.1,1.0,55,mlp16,2.0,0.0,2.0,0.1524641988493489,0.1594888662528878,1.695373734525776
FDFL-0.5,0.0,11,mlp16,2.0,0.0,2.0,0.1915011814332731,0.1483464447809461,2.091461130283282
FDFL-0.5,1.0,11,mlp16,2.0,0.0,2.0,0.1960115564693892,0.1419644929818845,1.9702316486422484
FDFL-0.5,0.0,22,mlp16,2.0,0.0,2.0,0.1133514743533721,0.0420424087780111,0.3190018829996382
FDFL-0.5,1.0,22,mlp16,2.0,0.0,2.0,0.113401948369877,0.0422735271878464,0.3182775786012078
FDFL-0.5,0.0,33,mlp16,2.0,0.0,2.0,0.1696033890825835,0.104286430106835,1.4645586635548766
FDFL-0.5,1.0,33,mlp16,2.0,0.0,2.0,0.1742437203742394,0.1078623673529411,1.4640494207899006
FDFL-0.5,0.0,44,mlp16,2.0,0.0,2.0,0.1263013247200345,0.0681109749332174,0.7008417931656015
FDFL-0.5,1.0,44,mlp16,2.0,0.0,2.0,0.1260932990225862,0.0662291577742356,0.6714961983970047
FDFL-0.5,0.0,55,mlp16,2.0,0.0,2.0,0.1571206026741022,0.1518910364284406,1.3837911635892182
FDFL-0.5,1.0,55,mlp16,2.0,0.0,2.0,0.1578915046960926,0.1327299750076867,1.2780804446406728
FDFL-Scal,0.0,11,mlp16,2.0,0.0,2.0,0.2041419559890975,0.1144883333936659,1.6037476034760851
FDFL-Scal,1.0,11,mlp16,2.0,0.0,2.0,0.2009196836610227,0.105902631037713,1.5303153215848933
FDFL-Scal,0.0,22,mlp16,2.0,0.0,2.0,0.1145124313575058,0.0430065170708268,0.3195136411060347
FDFL-Scal,1.0,22,mlp16,2.0,0.0,2.0,0.114108830850707,0.0430509156666401,0.3177120490863264
FDFL-Scal,0.0,33,mlp16,2.0,0.0,2.0,0.1655669627621211,0.1013582847166164,1.3146689256118935
FDFL-Scal,1.0,33,mlp16,2.0,0.0,2.0,0.1644975861424128,0.1009751108846936,1.2929851198641176
FDFL-Scal,0.0,44,mlp16,2.0,0.0,2.0,0.1203744369622925,0.0546710331840506,0.6051418308287714
FDFL-Scal,1.0,44,mlp16,2.0,0.0,2.0,0.1193290274161059,0.0547028957823958,0.6046194055495672
FDFL-Scal,0.0,55,mlp16,2.0,0.0,2.0,0.1593712513473577,0.1322735360559702,1.2018330767598349
FDFL-Scal,1.0,55,mlp16,2.0,0.0,2.0,0.159191595065119,0.1264537579754418,1.163328710105617
FDFL,0.0,11,mlp16,2.0,0.0,2.0,0.1867580324201102,0.1871973843087014,2.715455987883193
FDFL,1.0,11,mlp16,2.0,0.0,2.0,0.1911457400071616,0.1795150169480798,2.594750251977856
FDFL,0.0,22,mlp16,2.0,0.0,2.0,0.1150809412128656,0.0389736028656923,0.3233519013688765
FDFL,1.0,22,mlp16,2.0,0.0,2.0,0.1151388425330524,0.0394404655526332,0.3215530091201041
FDFL,0.0,33,mlp16,2.0,0.0,2.0,0.166911551986672,0.1099646306113378,1.5958098366665572
FDFL,1.0,33,mlp16,2.0,0.0,2.0,0.1685851504477008,0.1088336249663699,1.5800225056242791
FDFL,0.0,44,mlp16,2.0,0.0,2.0,0.1268930827658421,0.1337294557665065,1.380745633328046
FDFL,1.0,44,mlp16,2.0,0.0,2.0,0.1311689513427435,0.1223858526336797,1.2561587614234055
FDFL,0.0,55,mlp16,2.0,0.0,2.0,0.1468124656583223,0.1769041064471302,2.0652508005621177
FDFL,1.0,55,mlp16,2.0,0.0,2.0,0.1531940138556878,0.1698224208725455,1.8763467428745944
FPLG,0.0,11,mlp16,2.0,0.0,2.0,0.2029599062040463,0.0669596798157369,1.10812761284659
FPLG,1.0,11,mlp16,2.0,0.0,2.0,0.2041370243553717,0.062761874059223,1.0625070633288507
FPLG,0.0,22,mlp16,2.0,0.0,2.0,0.1121844342144404,0.0445895436326288,0.2962668018239741
FPLG,1.0,22,mlp16,2.0,0.0,2.0,0.1134058813063236,0.0454481263871817,0.2974529407409464
FPLG,0.0,33,mlp16,2.0,0.0,2.0,0.1594959015177333,0.061566844117304,0.7426905505614688
FPLG,1.0,33,mlp16,2.0,0.0,2.0,0.1645282859928634,0.0588618888535854,0.7155973949077661
FPLG,0.0,44,mlp16,2.0,0.0,2.0,0.1187043519300201,0.0636731268578891,0.652241502132457
FPLG,1.0,44,mlp16,2.0,0.0,2.0,0.1197255501335579,0.0619184251544184,0.651936222664276
FPLG,0.0,55,mlp16,2.0,0.0,2.0,0.1428846778179915,0.1062767817794387,1.02492116976726
FPLG,1.0,55,mlp16,2.0,0.0,2.0,0.1394299949739469,0.1053817740340806,1.017656240466061
FPTO,0.0,11,mlp16,2.0,0.0,2.0,0.2600158776145617,0.0620611660277936,1.0255789059586686
FPTO,1.0,11,mlp16,2.0,0.0,2.0,0.2616825897316438,0.0607001799797358,1.0294180509882442
FPTO,0.0,22,mlp16,2.0,0.0,2.0,0.1263522136070162,0.0355597942729639,0.2740125760892128
FPTO,1.0,22,mlp16,2.0,0.0,2.0,0.1285474246879069,0.0343158774145535,0.2742104105753982
FPTO,0.0,33,mlp16,2.0,0.0,2.0,0.1914390922034991,0.0343489737042093,0.5697831186765857
FPTO,1.0,33,mlp16,2.0,0.0,2.0,0.1999060546559862,0.0347175682253622,0.5781453547094517
FPTO,0.0,44,mlp16,2.0,0.0,2.0,0.1760083063907643,0.0517920424107995,0.6205009802665418
FPTO,1.0,44,mlp16,2.0,0.0,2.0,0.1856058057580168,0.0503613248880279,0.6257675533099805
FPTO,0.0,55,mlp16,2.0,0.0,2.0,0.1472113328857195,0.0966385443825861,0.8598241719756241
FPTO,1.0,55,mlp16,2.0,0.0,2.0,0.1477190157475451,0.0912494045406771,0.8607117850787822
MGDA,0.0,11,mlp16,2.0,0.0,2.0,0.4624217277671471,0.1751161876517305,2.297952565187679
MGDA,0.0,22,mlp16,2.0,0.0,2.0,0.3031564146333903,0.0548024184137824,0.8100700177482688
MGDA,0.0,33,mlp16,2.0,0.0,2.0,0.3891703236998813,0.1123091096733964,1.3131040089188617
MGDA,0.0,44,mlp16,2.0,0.0,2.0,0.2999877250966669,0.0822993261921331,1.7535704739227422
MGDA,0.0,55,mlp16,2.0,0.0,2.0,0.4230222177595776,0.1176411680977021,2.2003628826854182
NashMTL,0.0,11,mlp16,2.0,0.0,2.0,0.1826832712056866,0.054108140783175,0.8634585542593415
NashMTL,0.0,22,mlp16,2.0,0.0,2.0,0.1100912590321674,0.0326399690231372,0.2497858104355488
NashMTL,0.0,33,mlp16,2.0,0.0,2.0,0.1631159881321874,0.0329579117872721,0.5324112236028451
NashMTL,0.0,44,mlp16,2.0,0.0,2.0,0.1160498926826812,0.0468773568301425,0.5595661347357322
NashMTL,0.0,55,mlp16,2.0,0.0,2.0,0.1307820616089276,0.0861108642031348,0.7973616562980613
PCGrad,0.0,11,mlp16,2.0,0.0,2.0,0.1999687252708694,0.0520116483731516,0.8735220767324894
PCGrad,0.0,22,mlp16,2.0,0.0,2.0,0.1059709779647033,0.0298257056691473,0.2406627159286896
PCGrad,0.0,33,mlp16,2.0,0.0,2.0,0.1715937015017871,0.0322670877824507,0.540391214162463
PCGrad,0.0,44,mlp16,2.0,0.0,2.0,0.1300842812246215,0.0447827086852964,0.5384702567803389
PCGrad,0.0,55,mlp16,2.0,0.0,2.0,0.1243907548973506,0.0580063262486745,0.7466604860131606
SAA,0.0,11,mlp16,2.0,0.0,2.0,0.731802046391068,0.2902024518306756,3.5763886931512614
SAA,0.0,22,mlp16,2.0,0.0,2.0,0.5956690017432641,0.0827118846506374,1.022739255441217
SAA,0.0,33,mlp16,2.0,0.0,2.0,0.7119053491237897,0.1195281372023616,1.8162441902820043
SAA,0.0,44,mlp16,2.0,0.0,2.0,0.552215834303204,0.2385082989769053,2.3183995146705443
SAA,0.0,55,mlp16,2.0,0.0,2.0,0.7278724121798753,0.2042281802714254,3.3062427026241026
WDRO,0.0,11,mlp16,2.0,0.0,2.0,0.2422679040976742,0.0750483271125655,1.0358803616513623
WDRO,0.0,22,mlp16,2.0,0.0,2.0,0.1264293001900148,0.0342316266044899,0.2678894693938344
WDRO,0.0,33,mlp16,2.0,0.0,2.0,0.2095911308008151,0.0402198535449282,0.5793447058352375
WDRO,0.0,44,mlp16,2.0,0.0,2.0,0.1880404915044042,0.063212296185828,0.6309750433652522
WDRO,0.0,55,mlp16,2.0,0.0,2.0,0.1416930882399635,0.0958316070308891,0.8887419759754408
FDFL-0.1,0.0,11,mlp16,2.0,0.2,2.0,0.2237600712023057,0.1786707484664347,2.7641152664741404
FDFL-0.1,1.0,11,mlp16,2.0,0.2,2.0,0.2241777291723966,0.1698401100680753,2.6764106597497674
FDFL-0.1,0.0,22,mlp16,2.0,0.2,2.0,0.1302106337194344,0.03738012449735,0.3671906173297167
