method,lambda,seed,cap,alpha,imbalance,n_groups,test_regret_normalized,test_fairness,test_pred_mse
FDFL,0.0,33,linear,2.0,0.0,2.0,0.2838778067453278,0.1026919037081948,1.2600882266183413
FDFL,1.0,33,linear,2.0,0.0,2.0,0.283865084591607,0.1025465541905954,1.258284397582721
FDFL,0.0,44,linear,2.0,0.0,2.0,0.1698389023079969,0.2779028368945525,2.712594114687183
FDFL,1.0,44,linear,2.0,0.0,2.0,0.1698662362494062,0.2775095626566187,2.705649201022419
FDFL,0.0,55,linear,2.0,0.0,2.0,0.2144634244625702,0.2361859722826839,3.019182007418228
FDFL,1.0,55,linear,2.0,0.0,2.0,0.2144791936108765,0.2352696543904391,3.0028402608523663
FPLG,0.0,11,linear,2.0,0.0,2.0,0.3048901803052975,0.2025789395599681,2.348673677174706
FPLG,1.0,11,linear,2.0,0.0,2.0,0.3069091461954806,0.201267861001891,2.3346099280659924
FPLG,0.0,22,linear,2.0,0.0,2.0,0.1743816054949488,0.0560653739530694,0.5165678009198362
FPLG,1.0,22,linear,2.0,0.0,2.0,0.1740651518710955,0.0557886838982826,0.5136856178583888
FPLG,0.0,33,linear,2.0,0.0,2.0,0.2674714633440012,0.0971805254166312,1.201261129486345
FPLG,1.0,33,linear,2.0,0.0,2.0,0.2668686971073666,0.0964399132194436,1.194460947349884
FPLG,0.0,44,linear,2.0,0.0,2.0,0.1730451114385424,0.2324700200709389,1.9748396814611229
FPLG,1.0,44,linear,2.0,0.0,2.0,0.1728797018254936,0.2310274427082549,1.961442490578404
FPLG,0.0,55,linear,2.0,0.0,2.0,0.2249608958280889,0.1952938113477252,2.306455223392226
FPLG,1.0,55,linear,2.0,0.0,2.0,0.2251403024715483,0.1930245820911651,2.286862099083075
FPTO,0.0,11,linear,2.0,0.0,2.0,0.3475024397434115,0.1839437234444107,1.9987198391510883
FPTO,1.0,11,linear,2.0,0.0,2.0,0.3429658339060796,0.1850418805697144,1.9848258825298053
FPTO,0.0,22,linear,2.0,0.0,2.0,0.2073719243194138,0.0468456003111428,0.4564782819939902
FPTO,1.0,22,linear,2.0,0.0,2.0,0.2099455852764647,0.0467132983699346,0.4556330663080262
FPTO,0.0,33,linear,2.0,0.0,2.0,0.368748377602607,0.0562584854324729,0.8908940016710769
FPTO,1.0,33,linear,2.0,0.0,2.0,0.3710601303157838,0.0553767028731884,0.8896079342923663
FPTO,0.0,44,linear,2.0,0.0,2.0,0.2750968819898144,0.2072293895151083,1.5449646548786238
FPTO,1.0,44,linear,2.0,0.0,2.0,0.3140301690807305,0.2062079690481481,1.537876685182084
FPTO,0.0,55,linear,2.0,0.0,2.0,0.2991312748955654,0.1881696681486806,1.6636873724008885
FPTO,1.0,55,linear,2.0,0.0,2.0,0.3092819505311489,0.1889052631456888,1.6586985978266198
MGDA,0.0,11,linear,2.0,0.0,2.0,0.5338148516396963,0.2970596395696901,3.6832165057657
MGDA,0.0,22,linear,2.0,0.0,2.0,0.3755593314127657,0.0754486086949613,0.9522087871988446
MGDA,0.0,33,linear,2.0,0.0,2.0,0.3756110245037526,0.1205330029101585,1.6786404156217338
MGDA,0.0,44,linear,2.0,0.0,2.0,0.4977918780771943,0.2098539789835169,1.9251613824630027
MGDA,0.0,55,linear,2.0,0.0,2.0,0.4431095464373201,0.2085136509989605,2.2979028874828007
